longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
1.1235520309111409,-1.1774522470363042,-0.9623333226766544,0.05844916904216407,-0.1680870855272282,-0.07333675386434103,-0.17169441628673726,0.4061857079438192,0.3797557118554217,-0.0014705375977590836,-0.7060109420234209,0,0,0,0,1,213400.0
0.6723418554244563,-0.8465496123582742,1.4822007825356251,-0.4672659581898216,-0.026245405300446865,-0.6242418346903958,0.012348907092699767,-0.19633818582668153,-0.9003615576021072,-0.13726647862197622,1.7895796899856469,0,0,0,0,1,408300.0
-1.2288246143228085,0.7893211590781847,0.08532415098575116,-0.5360934339342331,-0.6881732463587599,-0.6694399295569298,-0.7445616622987877,0.9682263303439834,0.534808480444681,-0.0034660546174114042,-0.6666305587431691,1,0,0,0,0,240900.0
-1.3200806048706735,1.096920791314098,1.5695055720074924,-0.5075662564875363,-0.7165415824041161,-0.7325467035215243,-0.7004949510670915,0.8511824243158647,0.44752537431705336,-0.04622713360996051,-0.9009910139131984,0,0,0,1,0,226000.0
0.692620964435097,-0.809264808450888,0.696457677288821,-0.39617442074329123,-0.6574408823096238,-0.46818048826443914,-0.6356909639616559,1.0239067919132794,0.5775301082919935,0.02862224533219958,-1.023533650947927,1,0,0,0,0,226200.0
-0.0019385191792394233,-0.08221113225690962,0.4345433088732197,-0.2254641684035336,-0.2981086257351111,-0.14667705874211304,-0.2961180715291735,-1.0987192441951337,0.04473097972505624,0.011681273235039237,-0.32798966260117546,0,1,0,0,0,69800.0
0.7585280687196666,-0.6927497962403142,0.34723851940135253,0.05165698393580767,0.2172494790888611,0.6702998258265566,0.41931794611483514,-0.1847168050863008,-0.5068965192719791,0.017262953793788047,0.23575285774238294,0,1,0,0,0,143400.0
0.7027605189404137,-0.7533376025898137,0.609152887816954,-0.5587340509554212,-0.5605157341546566,-0.265215458486419,-0.5708869768562204,0.4319826190378508,-0.17198525970569134,0.0704310649146366,0.025389333778016367,1,0,0,0,0,165400.0
-1.0412428559744096,1.8239744675080796,0.25993372992948544,-0.6556358918061058,-0.7307257504267942,-0.6788206662273425,-0.7134557484881786,-0.6616403916242269,-0.06819563430803209,-0.020107560968581177,-0.3076750255053953,0,1,0,0,0,63600.0
-0.7776144388361241,1.71678065627435,-1.1369429016203887,-0.8399305143585762,-0.9363961867556272,-0.998618507264139,-0.9597108994888338,-0.3723190941810159,0.19549010280731555,-0.07761305196686329,-0.45221260020081694,0,1,0,0,0,136100.0
0.920760940804763,-0.6880891957518922,1.4822007825356251,0.06478854180809672,0.0895919668847579,-0.024727482026747964,0.1082588080087444,-0.623583562386497,-0.11621849263934067,-0.0425689527519269,-0.10579469781794336,0,1,0,0,0,139300.0
-1.1933361735541892,0.8312665634739895,0.609152887816954,-0.37625067776464577,-0.4021258579014174,-0.01961071657015922,-0.4179495672873924,0.01680559940073815,-0.04285191819033698,0.08197365077628378,-0.1496110528354216,1,0,0,0,0,161500.0
-1.45189481343982,1.0782783893604067,1.3075912035918908,-0.5990343492531358,-0.6054322662264707,-0.7862727408157061,-0.6279144855090036,0.5327438212813703,-0.1408340974699581,-0.0869926955828573,0.02869028580060535,0,0,0,1,0,207400.0
0.8142956184989194,-0.8651920143119656,0.34723851940135253,-0.6660505756358523,-0.5912480982037925,0.11001400833008898,-0.5242281061403068,-0.8678879728958162,-0.607167465990503,0.16669712396748398,0.5330274726531279,1,0,0,0,0,157700.0
-1.6851045670621552,1.6049262445522015,-0.3511997963735845,-0.9160029875497679,-0.8134667305590834,-1.0301718942464362,-1.0996875116365745,-1.1552298043887426,0.9188805169247101,-0.00012723501526591438,1.5993912255212108,0,1,0,0,0,96900.0
1.0018773768473186,-0.7440164016129698,-0.8750285332047872,0.028110742233772138,-0.20118347758014385,0.18591269593615536,-0.1561414593814327,0.7308819775308264,0.284211530020378,0.04956983136715425,-0.7209992699621204,0,1,0,0,0,160600.0
-1.1679872872908938,0.6448425439370721,-0.6131141647891859,0.7077820652098362,0.6356824357578661,0.7811630773859793,0.8703536963686667,-0.10694294936221546,-0.15537054940642842,-0.026122179883834227,-0.3482046028592717,1,0,0,0,0,229100.0
0.682481409929773,-0.720713399170853,-0.6131141647891859,-0.03166048670216422,-0.2815604297086533,0.23708035050204282,-0.07578451537069261,1.2251737814389914,0.01109112627541063,0.040026293741447984,-0.7918899767618627,1,0,0,0,0,308000.0
